customerid,billmonth,month,monthlycharge,totalamount,payment,paymentdate
19968,2026-07-01,7,33.66,36.02,36.02,2026-07-05
19969,2026-07-01,7,24.58,26.3,26.3,2026-07-05
19970,2026-07-01,7,77.57,83.0,83.0,2026-07-06
19971,2026-07-01,7,29.45,31.51,31.51,2026-07-07
19972,2026-07-01,7,118.7,127.01,127.01,2026-07-13
19973,2026-07-01,7,41.4,44.3,44.3,2026-07-05
19974,2026-07-01,7,70.1,75.01,75.01,2026-07-07
19975,2026-07-01,7,43.93,47.01,47.01,2026-07-07
19976,2026-07-01,7,27.13,29.03,29.03,2026-07-06
19977,2026-07-01,7,40.73,43.58,43.58,2026-08-04
19978,2026-07-01,7,32.74,35.03,35.03,2026-07-05
19979,2026-07-01,7,21.77,23.29,23.29,2026-07-05
19980,2026-07-01,7,58.39,62.48,62.48,2026-07-05
19981,2026-07-01,7,39.55,42.32,42.32,2026-07-06
19982,2026-07-01,7,40.55,43.39,43.39,2026-07-05
19983,2026-07-01,7,33.59,35.94,35.94,2026-07-05
19984,2026-07-01,7,52.17,55.82,55.82,2026-07-05
19985,2026-07-01,7,128.18,137.15,137.15,2026-07-08
19986,2026-07-01,7,72.37,77.44,77.44,2026-07-05
19987,2026-07-01,7,64.93,69.48,69.48,2026-07-08
19988,2026-07-01,7,26.95,28.84,28.84,2026-07-05
19989,2026-07-01,7,78.47,83.96,83.96,2026-07-05
19990,2026-07-01,7,40.42,43.25,43.25,2026-07-05
19991,2026-07-01,7,37.64,40.27,40.27,2026-07-05
19992,2026-07-01,7,80.04,85.64,85.64,2026-07-05
19993,2026-07-01,7,83.18,89.0,89.0,2026-07-25
19994,2026-07-01,7,51.95,55.59,55.59,2026-07-05
19995,2026-07-01,7,60.16,64.37,64.37,2026-07-11
19996,2026-07-01,7,71.91,76.94,76.94,2026-07-05
19997,2026-07-01,7,23.15,24.77,24.77,2026-07-06
19998,2026-07-01,7,133.86,143.23,143.23,2026-07-05
19999,2026-07-01,7,148.73,159.14,159.14,2026-07-27
20000,2026-07-01,7,62.33,66.69,66.69,2026-07-06
20001,2026-07-01,7,59.15,63.29,63.29,2026-07-05
20002,2026-07-01,7,143.81,153.88,153.88,2026-07-05
20003,2026-07-01,7,68.74,73.55,73.55,2026-07-05
20004,2026-07-01,7,73.79,78.96,78.96,2026-07-05
20005,2026-07-01,7,140.58,150.42,150.42,2026-07-05
20006,2026-07-01,7,128.98,138.01,138.01,2026-07-06
20007,2026-07-01,7,34.37,36.78,36.78,2026-07-06
20008,2026-07-01,7,43.47,46.51,46.51,2026-07-05
20009,2026-07-01,7,53.03,56.74,56.74,2026-07-12
20010,2026-07-01,7,82.52,88.3,88.3,2026-07-06
20011,2026-07-01,7,25.65,27.45,27.45,2026-07-16
20012,2026-07-01,7,20.07,21.47,21.47,2026-07-05
20013,2026-07-01,7,28.14,30.11,30.11,2026-07-06
20014,2026-07-01,7,28.0,29.96,29.96,2026-07-06
20015,2026-07-01,7,30.37,32.5,32.5,2026-07-05
20016,2026-07-01,7,39.42,42.18,42.18,2026-07-05
20017,2026-07-01,7,33.14,35.46,35.46,2026-07-05
20018,2026-07-01,7,56.97,60.96,60.96,2026-07-06
20019,2026-07-01,7,93.5,100.04,100.04,2026-07-05
20020,2026-07-01,7,21.39,22.89,22.89,2026-07-07
20021,2026-07-01,7,32.97,35.28,35.28,2026-07-05
20022,2026-07-01,7,59.78,63.96,63.96,2026-07-05
20023,2026-07-01,7,53.95,57.73,57.73,2026-07-05
20024,2026-07-01,7,29.92,32.01,32.01,2026-07-17
20025,2026-07-01,7,59.98,64.18,64.18,2026-07-05
20026,2026-07-01,7,56.76,60.73,60.73,2026-07-06
20027,2026-07-01,7,43.49,46.53,46.53,2026-07-08
20028,2026-07-01,7,76.58,81.94,81.94,2026-07-08
20029,2026-07-01,7,34.96,37.41,37.41,2026-07-27
20030,2026-07-01,7,93.41,99.95,99.95,2026-07-10
20031,2026-07-01,7,79.98,85.58,85.58,2026-07-07
20032,2026-07-01,7,41.53,44.44,44.44,2026-07-05
20033,2026-07-01,7,104.29,111.59,111.59,2026-07-26
20034,2026-07-01,7,131.63,140.84,140.84,2026-07-07
20035,2026-07-01,7,36.51,39.07,39.07,2026-07-05
20036,2026-07-01,7,23.66,25.32,25.32,2026-07-07
20037,2026-07-01,7,24.84,26.58,26.58,2026-07-07
20038,2026-07-01,7,75.17,80.43,80.43,2026-07-05
20039,2026-07-01,7,78.22,83.7,83.7,2026-07-24
20040,2026-07-01,7,63.42,67.86,67.86,2026-07-05
20041,2026-07-01,7,71.07,76.04,76.04,2026-07-07
20042,2026-07-01,7,40.56,43.4,43.4,2026-07-05
20043,2026-07-01,7,136.83,146.41,146.41,2026-07-05
20044,2026-07-01,7,138.69,148.4,148.4,2026-07-05
20045,2026-07-01,7,57.33,61.34,61.34,2026-07-06
20046,2026-07-01,7,60.15,64.36,64.36,2026-07-05
20047,2026-07-01,7,93.65,100.21,100.21,2026-07-06
20048,2026-07-01,7,71.69,76.71,76.71,2026-07-06
20049,2026-07-01,7,71.51,76.52,76.52,2026-07-07
20050,2026-07-01,7,54.8,58.64,58.64,2026-07-07
20051,2026-07-01,7,75.23,80.5,80.5,2026-07-07
20052,2026-07-01,7,78.9,84.42,84.42,2026-07-07
20053,2026-07-01,7,56.51,60.47,60.47,2026-07-07
20054,2026-07-01,7,52.79,56.49,56.49,2026-07-29
20055,2026-07-01,7,35.66,38.16,38.16,2026-07-07
20056,2026-07-01,7,144.45,154.56,154.56,2026-07-07
20057,2026-07-01,7,21.77,23.29,23.29,2026-07-06
20058,2026-07-01,7,40.22,43.04,43.04,2026-07-07
20059,2026-07-01,7,79.07,84.6,84.6,2026-07-05
20060,2026-07-01,7,68.3,73.08,73.08,2026-07-09
20061,2026-07-01,7,28.87,30.89,30.89,2026-07-15
20062,2026-07-01,7,39.02,41.75,41.75,2026-07-10
20063,2026-07-01,7,123.47,132.11,132.11,2026-08-03
20064,2026-07-01,7,22.75,24.34,24.34,2026-07-10
20065,2026-07-01,7,93.73,100.29,100.29,2026-07-07
20066,2026-07-01,7,114.57,122.59,122.59,2026-07-10
20067,2026-07-01,7,31.74,33.96,33.96,2026-07-05
20068,2026-07-01,7,132.17,141.42,141.42,2026-07-11
20069,2026-07-01,7,35.12,37.58,37.58,2026-07-05
20070,2026-07-01,7,80.23,85.85,85.85,2026-07-05
20071,2026-07-01,7,76.21,81.54,81.54,2026-07-05
20072,2026-07-01,7,97.25,104.06,104.06,2026-07-06
20073,2026-07-01,7,21.58,23.09,23.09,2026-07-05
20074,2026-07-01,7,114.66,122.69,122.69,2026-07-17
20075,2026-07-01,7,43.45,46.49,46.49,2026-07-06
20076,2026-07-01,7,79.93,85.53,85.53,2026-07-07
20077,2026-07-01,7,78.02,83.48,83.48,2026-07-08
20078,2026-07-01,7,123.16,131.78,131.78,2026-07-08
20079,2026-07-01,7,27.0,28.89,28.89,2026-07-05
20080,2026-07-01,7,73.24,78.37,78.37,2026-07-05
20081,2026-07-01,7,50.39,53.92,53.92,2026-07-05
20082,2026-07-01,7,32.5,34.78,34.78,2026-07-07
20083,2026-07-01,7,22.21,23.76,23.76,2026-07-05
20084,2026-07-01,7,119.47,127.83,127.83,2026-07-05
20085,2026-07-01,7,69.84,74.73,74.73,2026-07-06
20086,2026-07-01,7,43.74,46.8,46.8,2026-07-08
20087,2026-07-01,7,31.27,33.46,33.46,2026-07-08
20088,2026-07-01,7,58.75,62.86,62.86,2026-07-07
20089,2026-07-01,7,109.48,117.14,117.14,2026-07-06
20090,2026-07-01,7,29.45,31.51,31.51,2026-07-05
20091,2026-07-01,7,107.12,114.62,114.62,2026-07-05
20092,2026-07-01,7,144.68,154.81,154.81,2026-07-05
20093,2026-07-01,7,91.79,98.22,98.22,2026-07-05
20094,2026-07-01,7,51.24,54.83,54.83,2026-07-06
20095,2026-07-01,7,97.03,103.82,103.82,2026-07-05
20096,2026-07-01,7,62.87,67.27,67.27,2026-07-05
20097,2026-07-01,7,31.93,34.17,34.17,2026-07-07
20098,2026-07-01,7,59.24,63.39,63.39,2026-07-08
20099,2026-07-01,7,63.76,68.22,68.22,2026-07-23
20100,2026-07-01,7,64.0,68.48,68.48,2026-07-06
20101,2026-07-01,7,122.83,131.43,131.43,2026-07-07
20102,2026-07-01,7,60.2,64.41,64.41,2026-07-07
20103,2026-07-01,7,21.57,23.08,23.08,2026-07-07
20104,2026-07-01,7,38.71,41.42,41.42,2026-07-05
20105,2026-07-01,7,38.33,41.01,41.01,2026-07-05
20106,2026-07-01,7,57.21,61.21,61.21,2026-07-08
20107,2026-07-01,7,146.9,157.18,157.18,2026-07-05
20108,2026-07-01,7,122.41,130.98,130.98,2026-07-05
20109,2026-07-01,7,39.38,42.14,42.14,2026-07-16
20110,2026-07-01,7,83.77,89.63,89.63,2026-07-06
20111,2026-07-01,7,20.05,21.45,21.45,2026-07-05
20112,2026-07-01,7,27.98,29.94,29.94,2026-07-06
20113,2026-07-01,7,68.06,72.82,72.82,2026-07-07
20114,2026-07-01,7,58.22,62.3,62.3,2026-07-05
20115,2026-07-01,7,125.53,134.32,134.32,2026-07-05
20116,2026-07-01,7,25.44,27.22,27.22,2026-07-07
20117,2026-07-01,7,129.69,138.77,138.77,2026-07-05
20118,2026-07-01,7,58.09,62.16,62.16,2026-07-05
20119,2026-07-01,7,81.19,86.87,86.87,2026-07-05
20120,2026-07-01,7,29.37,31.43,31.43,2026-07-06
20121,2026-07-01,7,41.1,43.98,43.98,2026-07-05
20122,2026-07-01,7,68.13,72.9,72.9,2026-07-07
20123,2026-07-01,7,62.88,67.28,67.28,2026-07-05
20124,2026-07-01,7,40.0,42.8,42.8,2026-07-13
20125,2026-07-01,7,149.42,159.88,159.88,2026-07-06
20126,2026-07-01,7,57.16,61.16,61.16,2026-07-05
20127,2026-07-01,7,38.4,41.09,41.09,2026-07-06
20128,2026-07-01,7,73.07,78.18,78.18,2026-07-07
20129,2026-07-01,7,143.22,153.25,153.25,2026-07-05
20130,2026-07-01,7,42.05,44.99,44.99,2026-07-05
20131,2026-07-01,7,35.75,38.25,38.25,2026-07-07
20132,2026-07-01,7,60.85,65.11,65.11,2026-07-05
20133,2026-07-01,7,64.2,68.69,68.69,2026-07-05
20134,2026-07-01,7,44.06,47.14,47.14,2026-07-08
20135,2026-07-01,7,39.07,41.8,41.8,2026-07-05
20136,2026-07-01,7,112.21,120.06,120.06,2026-07-05
20137,2026-07-01,7,64.89,69.43,69.43,2026-07-06
20138,2026-07-01,7,52.26,55.92,55.92,2026-07-07
20139,2026-07-01,7,136.18,145.71,145.71,2026-07-05
20140,2026-07-01,7,62.44,66.81,66.81,2026-07-07
20141,2026-07-01,7,43.92,46.99,46.99,2026-07-05
20142,2026-07-01,7,21.9,23.43,23.43,2026-07-05
20143,2026-07-01,7,97.78,104.62,104.62,2026-07-05
20144,2026-07-01,7,34.29,36.69,36.69,2026-07-10
20145,2026-07-01,7,131.23,140.42,140.42,2026-07-06
20146,2026-07-01,7,26.64,28.5,28.5,2026-07-23
20147,2026-07-01,7,143.84,153.91,153.91,2026-07-10
20148,2026-07-01,7,64.83,69.37,69.37,2026-07-05
20149,2026-07-01,7,44.65,47.78,47.78,2026-07-07
20150,2026-07-01,7,56.2,60.13,60.13,2026-07-10
20151,2026-07-01,7,34.32,36.72,36.72,2026-07-08
20152,2026-07-01,7,56.68,60.65,60.65,2026-07-05
20153,2026-07-01,7,34.56,36.98,36.98,2026-07-09
20154,2026-07-01,7,105.73,113.13,113.13,2026-08-01
20155,2026-07-01,7,31.93,34.17,34.17,2026-07-17
20156,2026-07-01,7,120.59,129.03,129.03,2026-07-05
20157,2026-07-01,7,31.65,33.87,33.87,2026-07-06
20158,2026-07-01,7,54.72,58.55,58.55,2026-07-05
20159,2026-07-01,7,23.42,25.06,25.06,2026-07-07
20160,2026-07-01,7,23.05,24.66,24.66,2026-07-07
20161,2026-07-01,7,114.09,122.08,122.08,2026-07-05
20162,2026-07-01,7,118.39,126.68,126.68,2026-07-05
20163,2026-07-01,7,26.89,28.77,28.77,2026-07-07
20164,2026-07-01,7,67.7,72.44,72.44,2026-07-05
20165,2026-07-01,7,52.29,55.95,55.95,2026-07-30
20166,2026-07-01,7,20.51,21.95,21.95,2026-07-05
20167,2026-07-01,7,36.07,38.59,38.59,2026-07-07
20168,2026-07-01,7,41.5,44.4,44.4,2026-07-05
20169,2026-07-01,7,60.67,64.92,64.92,2026-07-08
20170,2026-07-01,7,37.61,40.24,40.24,2026-07-10
20171,2026-07-01,7,42.67,45.66,45.66,2026-07-05
20172,2026-07-01,7,115.51,123.6,123.6,2026-07-05
20173,2026-07-01,7,90.09,96.4,96.4,2026-07-05
20174,2026-07-01,7,81.23,86.92,86.92,2026-07-05
20175,2026-07-01,7,123.65,132.31,132.31,2026-07-06
20176,2026-07-01,7,42.27,45.23,45.23,2026-07-07
20177,2026-07-01,7,79.13,84.67,84.67,2026-07-11
20178,2026-07-01,7,21.47,22.97,22.97,2026-08-06
20179,2026-07-01,7,127.39,136.31,136.31,2026-07-05
20180,2026-07-01,7,44.43,47.54,47.54,2026-07-07
20181,2026-07-01,7,26.55,28.41,28.41,2026-07-07
20182,2026-07-01,7,69.94,74.84,74.84,2026-07-06
20183,2026-07-01,7,30.19,32.3,32.3,2026-07-05
20184,2026-07-01,7,35.11,37.57,37.57,2026-07-06
20185,2026-07-01,7,90.92,97.28,97.28,2026-07-06
20186,2026-07-01,7,62.95,67.36,67.36,2026-07-07
20187,2026-07-01,7,56.45,60.4,60.4,2026-08-05
20188,2026-07-01,7,95.43,102.11,102.11,2026-07-05
20189,2026-07-01,7,65.43,70.01,70.01,2026-07-05
20190,2026-07-01,7,57.41,61.43,61.43,2026-07-09
20191,2026-07-01,7,30.71,32.86,32.86,2026-07-07
20192,2026-07-01,7,76.3,81.64,81.64,2026-07-05
20193,2026-07-01,7,51.36,54.96,54.96,2026-07-07
20194,2026-07-01,7,65.85,70.46,70.46,2026-07-06
20195,2026-07-01,7,76.29,81.63,81.63,2026-07-06
20196,2026-07-01,7,78.32,83.8,83.8,2026-07-17
20197,2026-07-01,7,141.76,151.68,151.68,2026-07-10
20198,2026-07-01,7,31.69,33.91,33.91,2026-07-08
20199,2026-07-01,7,40.78,43.63,43.63,2026-07-05
20200,2026-07-01,7,54.94,58.79,58.79,2026-07-05
20201,2026-07-01,7,65.88,70.49,70.49,2026-07-06
20202,2026-07-01,7,31.41,33.61,33.61,2026-07-06
20203,2026-07-01,7,105.69,113.09,113.09,2026-07-05
20204,2026-07-01,7,68.04,72.8,72.8,2026-07-08
20205,2026-07-01,7,30.64,32.78,32.78,2026-07-20
20206,2026-07-01,7,33.54,35.89,35.89,2026-07-06
20207,2026-07-01,7,77.07,82.46,82.46,2026-07-17
20208,2026-07-01,7,79.39,84.95,84.95,2026-07-06
20209,2026-07-01,7,27.56,29.49,29.49,2026-07-06
20210,2026-07-01,7,43.64,46.69,46.69,2026-07-25
20211,2026-07-01,7,58.85,62.97,62.97,2026-07-06
20212,2026-07-01,7,42.64,45.62,45.62,2026-07-05
20213,2026-07-01,7,32.82,35.12,35.12,2026-07-05
20214,2026-07-01,7,84.71,90.64,90.64,2026-07-05
20215,2026-07-01,7,40.11,42.92,42.92,2026-07-05
20216,2026-07-01,7,112.0,119.84,119.84,2026-07-06
20217,2026-07-01,7,33.11,35.43,35.43,2026-07-06
20218,2026-07-01,7,113.9,121.87,121.87,2026-07-08
20219,2026-07-01,7,119.39,127.75,127.75,2026-07-09
20220,2026-07-01,7,149.51,159.98,159.98,2026-07-05
20221,2026-07-01,7,28.4,30.39,30.39,2026-07-05
20222,2026-07-01,7,42.0,44.94,44.94,2026-07-06
20223,2026-07-01,7,31.83,34.06,34.06,2026-07-07
20224,2026-07-01,7,43.85,46.92,46.92,2026-07-05
20225,2026-07-01,7,35.21,37.67,37.67,2026-07-06
20226,2026-07-01,7,94.78,101.41,101.41,2026-07-05
20227,2026-07-01,7,28.94,30.97,30.97,2026-07-05
20228,2026-07-01,7,70.94,75.91,75.91,2026-07-27
20229,2026-07-01,7,100.76,107.81,107.81,2026-07-07
20230,2026-07-01,7,41.89,44.82,44.82,2026-07-08
20231,2026-07-01,7,53.04,56.75,56.75,2026-07-05
20232,2026-07-01,7,28.55,30.55,30.55,2026-07-10
20233,2026-07-01,7,67.17,71.87,71.87,2026-07-06
20234,2026-07-01,7,123.44,132.08,132.08,2026-07-12
20235,2026-07-01,7,75.69,80.99,80.99,2026-07-08
20236,2026-07-01,7,132.01,141.25,141.25,2026-07-18
20237,2026-07-01,7,20.17,21.58,21.58,2026-07-24
20238,2026-07-01,7,140.39,150.22,150.22,2026-07-05
20239,2026-07-01,7,29.62,31.69,31.69,2026-07-06
20240,2026-07-01,7,42.73,45.72,45.72,2026-07-09
20241,2026-07-01,7,53.74,57.5,57.5,2026-07-05
20242,2026-07-01,7,39.81,42.6,42.6,2026-07-05
20243,2026-07-01,7,20.13,21.54,21.54,2026-07-05
20244,2026-07-01,7,20.75,22.2,22.2,2026-07-05
20245,2026-07-01,7,63.44,67.88,67.88,2026-07-05
20246,2026-07-01,7,36.01,38.53,38.53,2026-07-06
20247,2026-07-01,7,28.17,30.14,30.14,2026-07-07
20248,2026-07-01,7,126.0,134.82,134.82,2026-07-05
20249,2026-07-01,7,70.5,75.44,75.44,2026-07-07
20250,2026-07-01,7,43.29,46.32,46.32,2026-07-11
20251,2026-07-01,7,53.74,57.5,57.5,2026-07-16
20252,2026-07-01,7,24.76,26.49,26.49,2026-07-08
20253,2026-07-01,7,125.66,134.46,134.46,2026-07-05
20254,2026-07-01,7,27.42,29.34,29.34,2026-07-11
20255,2026-07-01,7,26.32,28.16,28.16,2026-07-05
20256,2026-07-01,7,24.1,25.79,25.79,2026-07-08
20257,2026-07-01,7,78.83,84.35,84.35,2026-07-07
20258,2026-07-01,7,27.48,29.4,29.4,2026-07-05
20259,2026-07-01,7,34.34,36.74,36.74,2026-07-06
20260,2026-07-01,7,20.87,22.33,22.33,2026-07-08
20261,2026-07-01,7,149.61,160.08,160.08,2026-07-05
20262,2026-07-01,7,53.37,57.11,57.11,2026-07-17
20263,2026-07-01,7,23.58,25.23,25.23,2026-07-07
20264,2026-07-01,7,28.97,31.0,31.0,2026-07-05
20265,2026-07-01,7,35.49,37.97,37.97,2026-08-01
20266,2026-07-01,7,26.35,28.19,28.19,2026-07-05
20267,2026-07-01,7,105.69,113.09,113.09,2026-07-09
20268,2026-07-01,7,50.05,53.55,53.55,2026-07-05
20269,2026-07-01,7,57.56,61.59,61.59,2026-07-05
20270,2026-07-01,7,39.34,42.09,42.09,2026-07-06
20271,2026-07-01,7,31.62,33.83,33.83,2026-07-06
20272,2026-07-01,7,71.82,76.85,76.85,2026-07-05
20273,2026-07-01,7,69.09,73.93,73.93,2026-07-07
20274,2026-07-01,7,36.0,38.52,38.52,2026-07-05
20275,2026-07-01,7,40.4,43.23,43.23,2026-07-05
20276,2026-07-01,7,52.16,55.81,55.81,2026-07-07
20277,2026-07-01,7,21.8,23.33,23.33,2026-07-05
20278,2026-07-01,7,44.72,47.85,47.85,2026-07-06
20279,2026-07-01,7,59.57,63.74,63.74,2026-08-05
20280,2026-07-01,7,32.79,35.09,35.09,2026-07-08
20281,2026-07-01,7,74.16,79.35,79.35,2026-07-06
20282,2026-07-01,7,30.47,32.6,32.6,2026-07-19
20283,2026-07-01,7,52.77,56.46,56.46,2026-07-08
20284,2026-07-01,7,94.64,101.26,101.26,2026-07-05
20285,2026-07-01,7,84.14,90.03,90.03,2026-07-05
20286,2026-07-01,7,78.21,83.68,83.68,2026-07-05
20287,2026-07-01,7,82.78,88.57,88.57,2026-07-05
20288,2026-07-01,7,102.28,109.44,109.44,2026-07-08
20289,2026-07-01,7,44.69,47.82,47.82,2026-07-14
20290,2026-07-01,7,35.24,37.71,37.71,2026-07-07
20291,2026-07-01,7,148.71,159.12,159.12,2026-07-05
20292,2026-07-01,7,116.35,124.49,124.49,2026-07-07
20293,2026-07-01,7,71.84,76.87,76.87,2026-07-05
20294,2026-07-01,7,82.05,87.79,87.79,2026-07-07
20295,2026-07-01,7,31.85,34.08,34.08,2026-07-05
20296,2026-07-01,7,39.91,42.7,42.7,2026-07-06
20297,2026-07-01,7,68.29,73.07,73.07,2026-07-06
20298,2026-07-01,7,29.52,31.59,31.59,2026-07-27
20299,2026-07-01,7,90.34,96.66,96.66,2026-07-05
20300,2026-07-01,7,146.38,156.63,156.63,2026-07-16
20301,2026-07-01,7,20.07,21.47,21.47,2026-07-05
20302,2026-07-01,7,73.73,78.89,78.89,2026-07-06
20303,2026-07-01,7,26.94,28.83,28.83,2026-07-05
20304,2026-07-01,7,145.38,155.56,155.56,2026-07-08
20305,2026-07-01,7,40.71,43.56,43.56,2026-07-24
20306,2026-07-01,7,21.1,22.58,22.58,2026-07-06
20307,2026-07-01,7,41.06,43.93,43.93,2026-07-05
20308,2026-07-01,7,76.6,81.96,81.96,2026-07-06
20309,2026-07-01,7,53.54,57.29,57.29,2026-07-05
20310,2026-07-01,7,39.97,42.77,42.77,2026-07-05
20311,2026-07-01,7,34.2,36.59,36.59,2026-07-05
20312,2026-07-01,7,31.31,33.5,33.5,2026-07-05
20313,2026-07-01,7,24.15,25.84,25.84,2026-07-05
20314,2026-07-01,7,20.03,21.43,21.43,2026-07-05
20315,2026-07-01,7,27.14,29.04,29.04,2026-07-05
20316,2026-07-01,7,39.1,41.84,41.84,2026-07-05
20317,2026-07-01,7,143.14,153.16,153.16,2026-07-08
20318,2026-07-01,7,58.5,62.6,62.6,2026-07-27
20319,2026-07-01,7,94.18,100.77,100.77,2026-07-05
20320,2026-07-01,7,78.03,83.49,83.49,2026-07-05
20321,2026-07-01,7,53.87,57.64,57.64,2026-07-05
20322,2026-07-01,7,104.46,111.77,111.77,2026-07-05
20323,2026-07-01,7,29.91,32.0,32.0,2026-07-05
20324,2026-07-01,7,55.83,59.74,59.74,2026-07-07
20325,2026-07-01,7,40.01,42.81,42.81,2026-07-06
20326,2026-07-01,7,62.77,67.16,67.16,2026-07-05
20327,2026-07-01,7,134.92,144.36,144.36,2026-07-07
20328,2026-07-01,7,133.21,142.53,142.53,2026-07-05
20329,2026-07-01,7,75.23,80.5,80.5,2026-07-05
20330,2026-07-01,7,84.27,90.17,90.17,2026-07-08
20331,2026-07-01,7,58.47,62.56,62.56,2026-07-05
20332,2026-07-01,7,39.01,41.74,41.74,2026-07-05
20333,2026-07-01,7,43.54,46.59,46.59,2026-07-07
20334,2026-07-01,7,20.14,21.55,21.55,2026-07-05
20335,2026-07-01,7,26.11,27.94,27.94,2026-07-07
20336,2026-07-01,7,83.97,89.85,89.85,2026-07-07
20337,2026-07-01,7,128.75,137.76,137.76,2026-07-05
20338,2026-07-01,7,33.51,35.86,35.86,2026-07-05
20339,2026-07-01,7,31.6,33.81,33.81,2026-07-05
20340,2026-07-01,7,68.3,73.08,73.08,2026-07-05
20341,2026-07-01,7,25.55,27.34,27.34,2026-07-05
20342,2026-07-01,7,137.52,147.15,147.15,2026-07-07
20343,2026-07-01,7,59.46,63.62,63.62,2026-07-05
20344,2026-07-01,7,78.83,84.35,84.35,2026-07-05
20345,2026-07-01,7,38.32,41.0,41.0,2026-07-16
20346,2026-07-01,7,28.22,30.2,30.2,2026-07-27
20347,2026-07-01,7,22.91,24.51,24.51,2026-07-08
20348,2026-07-01,7,59.6,63.77,63.77,2026-07-05
20349,2026-07-01,7,63.44,67.88,67.88,2026-07-06
20350,2026-07-01,7,83.24,89.07,89.07,2026-07-05
20351,2026-07-01,7,20.22,21.64,21.64,2026-07-06
20352,2026-07-01,7,21.52,23.03,23.03,2026-07-05
20353,2026-07-01,7,40.81,43.67,43.67,2026-07-12
20354,2026-07-01,7,29.65,31.73,31.73,2026-07-05
20355,2026-07-01,7,20.65,22.1,22.1,2026-07-06
20356,2026-07-01,7,32.94,35.25,35.25,2026-07-06
20357,2026-07-01,7,101.71,108.83,108.83,2026-08-03
20358,2026-07-01,7,24.17,25.86,25.86,2026-07-07
20359,2026-07-01,7,72.7,77.79,77.79,2026-07-05
20360,2026-07-01,7,54.73,58.56,58.56,2026-07-05
20361,2026-07-01,7,77.55,82.98,82.98,2026-07-05
20362,2026-07-01,7,41.97,44.91,44.91,2026-07-23
20363,2026-07-01,7,43.95,47.03,47.03,2026-07-07
20364,2026-07-01,7,83.41,89.25,89.25,2026-07-05
20365,2026-07-01,7,55.23,59.1,59.1,2026-07-05
20366,2026-07-01,7,115.28,123.35,123.35,2026-07-05
20367,2026-07-01,7,42.08,45.03,45.03,2026-07-05
20368,2026-07-01,7,28.33,30.31,30.31,2026-07-07
20369,2026-07-01,7,31.41,33.61,33.61,2026-07-07
20370,2026-07-01,7,64.78,69.31,69.31,2026-07-05
20371,2026-07-01,7,131.64,140.85,140.85,2026-07-05
20372,2026-07-01,7,97.68,104.52,104.52,2026-07-20
20373,2026-07-01,7,26.13,27.96,27.96,2026-07-05
20374,2026-07-01,7,120.8,129.26,129.26,2026-07-05
20375,2026-07-01,7,28.71,30.72,30.72,2026-07-17
20376,2026-07-01,7,57.79,61.84,61.84,2026-07-05
20377,2026-07-01,7,63.19,67.61,67.61,2026-07-06
20378,2026-07-01,7,116.16,124.29,124.29,2026-07-05
20379,2026-07-01,7,59.83,64.02,64.02,2026-07-07
20380,2026-07-01,7,83.29,89.12,89.12,2026-07-05
20381,2026-07-01,7,126.65,135.52,135.52,2026-07-05
20382,2026-07-01,7,38.05,40.71,40.71,2026-07-05
20383,2026-07-01,7,83.58,89.43,89.43,2026-07-05
20384,2026-07-01,7,71.88,76.91,76.91,2026-07-05
20385,2026-07-01,7,42.57,45.55,45.55,2026-07-05
20386,2026-07-01,7,53.43,57.17,57.17,2026-07-06
20387,2026-07-01,7,79.28,84.83,84.83,2026-08-01
20388,2026-07-01,7,70.71,75.66,75.66,2026-07-06
20389,2026-07-01,7,74.27,79.47,79.47,2026-07-14
20390,2026-07-01,7,76.0,81.32,81.32,2026-07-07
20391,2026-07-01,7,64.99,69.54,69.54,2026-07-06
20392,2026-07-01,7,28.24,30.22,30.22,2026-08-05
20393,2026-07-01,7,24.91,26.65,26.65,2026-07-10
20394,2026-07-01,7,128.02,136.98,136.98,2026-07-07
20395,2026-07-01,7,30.78,32.93,32.93,2026-07-05
20396,2026-07-01,7,92.52,99.0,99.0,2026-07-08
20397,2026-07-01,7,43.84,46.91,46.91,2026-07-05
20398,2026-07-01,7,39.78,42.56,42.56,2026-07-06
20399,2026-07-01,7,113.64,121.59,121.59,2026-07-07
20400,2026-07-01,7,31.22,33.41,33.41,2026-07-07
20401,2026-07-01,7,60.49,64.72,64.72,2026-07-06
20402,2026-07-01,7,21.1,22.58,22.58,2026-07-05
20403,2026-07-01,7,141.67,151.59,151.59,2026-07-06
20404,2026-07-01,7,38.99,41.72,41.72,2026-07-07
20405,2026-07-01,7,69.66,74.54,74.54,2026-07-05
20406,2026-07-01,7,67.19,71.89,71.89,2026-07-05
20407,2026-07-01,7,147.05,157.34,157.34,2026-07-08
20408,2026-07-01,7,80.85,86.51,86.51,2026-07-06
20409,2026-07-01,7,29.24,31.29,31.29,2026-07-05
20410,2026-07-01,7,31.31,33.5,33.5,2026-07-06
20411,2026-07-01,7,32.72,35.01,35.01,2026-07-05
20412,2026-07-01,7,26.45,28.3,28.3,2026-07-05
20413,2026-07-01,7,25.07,26.82,26.82,2026-07-06
20414,2026-07-01,7,105.19,112.55,112.55,2026-07-17
20415,2026-07-01,7,34.19,36.58,36.58,2026-07-05
20416,2026-07-01,7,37.71,40.35,40.35,2026-07-07
20417,2026-07-01,7,22.99,24.6,24.6,2026-07-05
