customerid,month,payment,nextmonthpayment
70917,5,36.84,36.84
70917,6,36.84,36.84
70917,7,36.84,
70918,5,30.28,30.28
70918,6,30.28,30.28
70918,7,30.28,
70919,5,150.31,150.31
70919,6,150.31,150.31
70919,7,150.31,
70920,5,87.42,87.42
70920,6,87.42,87.42
70920,7,87.42,
70921,5,85.60,85.60
70921,6,85.60,85.60
70921,7,85.60,
70922,5,37.47,37.47
70922,6,37.47,37.47
70922,7,37.47,
70923,5,112.62,112.62
70923,6,112.62,112.62
70923,7,112.62,
70924,5,28.41,28.41
70924,6,28.41,28.41
70924,7,28.41,
70925,5,109.70,109.70
70925,6,109.70,109.70
70925,7,109.70,
70926,5,130.20,130.20
70926,6,130.20,130.20
70926,7,130.20,
70927,5,29.83,29.83
70927,6,29.83,29.83
70927,7,29.83,
70928,5,87.74,87.74
70928,6,87.74,87.74
70928,7,87.74,
70929,5,32.11,32.11
70929,6,32.11,32.11
70929,7,32.11,
70930,5,40.53,40.53
70930,6,40.53,40.53
70930,7,40.53,
70931,5,56.27,56.27
70931,6,56.27,56.27
70931,7,56.27,
70932,5,63.26,63.26
70932,6,63.26,63.26
70932,7,63.26,
70933,5,160.44,160.44
70933,6,160.44,160.44
70933,7,160.44,
70934,5,22.81,22.81
70934,6,22.81,22.81
70934,7,22.81,
70935,5,38.35,38.35
70935,6,38.35,38.35
70935,7,38.35,
70936,5,26.22,26.22
70936,6,26.22,26.22
70936,7,26.22,
70937,5,115.65,115.65
70937,6,115.65,115.65
70937,7,115.65,
70938,5,74.79,74.79
70938,6,74.79,74.79
70938,7,74.79,
70939,5,90.62,90.62
70939,6,90.62,90.62
70939,7,90.62,
70940,5,31.31,31.31
70940,6,31.31,31.31
70940,7,31.31,
70941,5,25.73,25.73
70941,6,25.73,25.73
70941,7,25.73,
70942,5,83.35,83.35
70942,6,83.35,83.35
70942,7,83.35,
70943,5,72.21,72.21
70943,6,72.21,72.21
70943,7,72.21,
70944,5,40.68,40.68
70944,6,40.68,40.68
70944,7,40.68,
70945,5,33.07,33.07
70945,6,33.07,33.07
70945,7,33.07,
70946,5,21.58,21.58
70946,6,21.58,21.58
70946,7,21.58,
70947,5,24.43,24.43
70947,6,24.43,24.43
70947,7,24.43,
70948,5,32.37,32.37
70948,6,32.37,32.37
70948,7,32.37,
70949,5,46.16,46.16
70949,6,46.16,46.16
70949,7,46.16,
70950,5,23.67,23.67
70950,6,23.67,23.67
70950,7,23.67,
70951,5,29.51,29.51
70951,6,29.51,29.51
70951,7,29.51,
70952,5,26.63,26.63
70952,6,26.63,26.63
70952,7,26.63,
70953,5,117.84,117.84
70953,6,117.84,117.84
70953,7,117.84,
70954,5,21.95,21.95
70954,6,21.95,21.95
70954,7,21.95,
70955,5,74.60,74.60
70955,6,74.60,74.60
70955,7,74.60,
70956,5,74.74,74.74
70956,6,74.74,74.74
70956,7,74.74,
70957,5,58.06,58.06
70957,6,58.06,58.06
70957,7,58.06,
70958,5,23.02,23.02
70958,6,23.02,23.02
70958,7,23.02,
70959,5,30.41,30.41
70959,6,30.41,30.41
70959,7,30.41,
70960,5,68.78,68.78
70960,6,68.78,68.78
70960,7,68.78,
70961,5,41.52,41.52
70961,6,41.52,41.52
70961,7,41.52,
70962,5,64.97,64.97
70962,6,64.97,64.97
70962,7,64.97,
70963,5,44.62,44.62
70963,6,44.62,44.62
70963,7,44.62,
70964,5,109.95,109.95
70964,6,109.95,109.95
70964,7,109.95,
70965,5,38.16,38.16
70965,6,38.16,38.16
70965,7,38.16,
70966,5,31.91,31.91
70966,6,31.91,31.91
70966,7,31.91,
70967,5,63.09,63.09
70967,6,63.09,63.09
70967,7,63.09,
70968,5,45.57,45.57
70968,6,45.57,45.57
70968,7,45.57,
70969,5,57.66,57.66
70969,6,57.66,57.66
70969,7,57.66,
70970,5,56.61,56.61
70970,6,56.61,56.61
70970,7,56.61,
70971,5,38.87,38.87
70971,6,38.87,38.87
70971,7,38.87,
70972,5,37.28,37.28
70972,6,37.28,37.28
70972,7,37.28,
70973,5,23.75,23.75
70973,6,23.75,23.75
70973,7,23.75,
70974,5,63.58,63.58
70974,6,63.58,63.58
70974,7,63.58,
70975,5,34.57,34.57
70975,6,34.57,34.57
70975,7,34.57,
70976,5,54.94,54.94
70976,6,54.94,54.94
70976,7,54.94,
70977,5,159.22,159.22
70977,6,159.22,159.22
70977,7,159.22,
70978,5,42.29,42.29
70978,6,42.29,42.29
70978,7,42.29,
70979,5,24.25,24.25
70979,6,24.25,24.25
70979,7,24.25,
70980,5,87.68,87.68
70980,6,87.68,87.68
70980,7,87.68,
70981,5,70.96,70.96
70981,6,70.96,70.96
70981,7,70.96,
70982,5,26.96,26.96
70982,6,26.96,26.96
70982,7,26.96,
70983,5,129.76,129.76
70983,6,129.76,129.76
70983,7,129.76,
70984,5,36.23,36.23
70984,6,36.23,36.23
70984,7,36.23,
70985,5,41.62,41.62
70985,6,41.62,41.62
70985,7,41.62,
70986,5,115.91,115.91
70986,6,115.91,115.91
70986,7,115.91,
70987,5,32.41,32.41
70987,6,32.41,32.41
70987,7,32.41,
70988,5,56.27,56.27
70988,6,56.27,56.27
70988,7,56.27,
70989,5,45.37,45.37
70989,6,45.37,45.37
70989,7,45.37,
70990,5,25.54,25.54
70990,6,25.54,25.54
70990,7,25.54,
70991,5,22.76,22.76
70991,6,22.76,22.76
70991,7,22.76,
70992,5,44.28,44.28
70992,6,44.28,44.28
70992,7,44.28,
70993,5,45.87,45.87
70993,6,45.87,45.87
70993,7,45.87,
70994,5,77.17,77.17
70994,6,77.17,77.17
70994,7,77.17,
70995,5,42.31,42.31
70995,6,42.31,42.31
70995,7,42.31,
70996,5,117.12,117.12
70996,6,117.12,117.12
70996,7,117.12,
70997,5,70.41,70.41
70997,6,70.41,70.41
70997,7,70.41,
70998,5,32.76,32.76
70998,6,32.76,32.76
70998,7,32.76,
70999,5,32.40,32.40
70999,6,32.40,32.40
70999,7,32.40,
71000,5,37.23,37.23
71000,6,37.23,37.23
71000,7,37.23,
71001,5,44.63,44.63
71001,6,44.63,44.63
71001,7,44.63,
71002,5,26.39,26.39
71002,6,26.39,26.39
71002,7,26.39,
71003,5,70.66,70.66
71003,6,70.66,70.66
71003,7,70.66,
71004,5,87.16,87.16
71004,6,87.16,87.16
71004,7,87.16,
71005,5,109.91,109.91
71005,6,109.91,109.91
71005,7,109.91,
71006,5,47.01,47.01
71006,6,47.01,47.01
71006,7,47.01,
71007,5,38.87,38.87
71007,6,38.87,38.87
71007,7,38.87,
71008,5,38.26,38.26
71008,6,38.26,38.26
71008,7,38.26,
71009,5,29.61,29.61
71009,6,29.61,29.61
71009,7,29.61,
71010,5,81.73,81.73
71010,6,81.73,81.73
71010,7,81.73,
71011,5,77.22,77.22
71011,6,77.22,77.22
71011,7,77.22,
71012,5,106.12,106.12
71012,6,106.12,106.12
71012,7,106.12,
71013,5,69.60,69.60
71013,6,69.60,69.60
71013,7,69.60,
71014,5,132.08,132.08
71014,6,132.08,132.08
71014,7,132.08,
71015,5,86.45,86.45
71015,6,86.45,86.45
71015,7,86.45,
71016,5,39.30,39.30
71016,6,39.30,39.30
71016,7,39.30,
71017,5,59.18,59.18
71017,6,59.18,59.18
71017,7,59.18,
71018,5,29.46,29.46
71018,6,29.46,29.46
71018,7,29.46,
71019,5,78.68,78.68
71019,6,78.68,78.68
71019,7,78.68,
71020,5,39.43,39.43
71020,6,39.43,39.43
71020,7,39.43,
71021,5,83.57,83.57
71021,6,83.57,83.57
71021,7,83.57,
71022,5,82.57,82.57
71022,6,82.57,82.57
71022,7,82.57,
71023,5,73.20,73.20
71023,6,73.20,73.20
71023,7,73.20,
71024,5,96.70,96.70
71024,6,96.70,96.70
71024,7,96.70,
71025,5,158.97,158.97
71025,6,158.97,158.97
71025,7,158.97,
71026,5,25.75,25.75
71026,6,25.75,25.75
71026,7,25.75,
71027,5,25.97,25.97
71027,6,25.97,25.97
71027,7,25.97,
71028,5,84.29,84.29
71028,6,84.29,84.29
71028,7,84.29,
71029,5,23.83,23.83
71029,6,23.83,23.83
71029,7,23.83,
71030,5,63.20,63.20
71030,6,63.20,63.20
71030,7,63.20,
71031,5,22.44,22.44
71031,6,22.44,22.44
71031,7,22.44,
71032,5,62.57,62.57
71032,6,62.57,62.57
71032,7,62.57,
71033,5,24.68,24.68
71033,6,24.68,24.68
71033,7,24.68,
71034,5,38.46,38.46
71034,6,38.46,38.46
71034,7,38.46,
71035,5,83.47,83.47
71035,6,83.47,83.47
71035,7,83.47,
71036,5,31.93,31.93
71036,6,31.93,31.93
71036,7,31.93,
71037,5,31.62,31.62
71037,6,31.62,31.62
71037,7,31.62,
71038,5,83.43,83.43
71038,6,83.43,83.43
71038,7,83.43,
71039,5,45.39,45.39
71039,6,45.39,45.39
71039,7,45.39,
71040,5,70.46,70.46
71040,6,70.46,70.46
71040,7,70.46,
71041,5,74.01,74.01
71041,6,74.01,74.01
71041,7,74.01,
71042,5,42.15,42.15
71042,6,42.15,42.15
71042,7,42.15,
71043,5,33.59,33.59
71043,6,33.59,33.59
71043,7,33.59,
71044,5,29.24,29.24
71044,6,29.24,29.24
71044,7,29.24,
71045,5,35.82,35.82
71045,6,35.82,35.82
71045,7,35.82,
71046,5,24.35,24.35
71046,6,24.35,24.35
71046,7,24.35,
71047,5,141.28,141.28
71047,6,141.28,141.28
71047,7,141.28,
71048,5,25.98,25.98
71048,6,25.98,25.98
71048,7,25.98,
71049,5,38.97,38.97
71049,6,38.97,38.97
71049,7,38.97,
71050,5,90.00,90.00
71050,6,90.00,90.00
71050,7,90.00,
71051,5,33.20,33.20
71051,6,33.20,33.20
71051,7,33.20,
71052,5,44.59,44.59
71052,6,44.59,44.59
71052,7,44.59,
71053,5,106.72,106.72
71053,6,106.72,106.72
71053,7,106.72,
71054,5,44.07,44.07
71054,6,44.07,44.07
71054,7,44.07,
71055,5,123.55,123.55
71055,6,123.55,123.55
71055,7,123.55,
71056,5,76.52,76.52
71056,6,76.52,76.52
71056,7,76.52,
71057,5,81.21,81.21
71057,6,81.21,81.21
71057,7,81.21,
71058,5,149.65,149.65
71058,6,149.65,149.65
71058,7,149.65,
71059,5,42.55,42.55
71059,6,42.55,42.55
71059,7,42.55,
71060,5,70.58,70.58
71060,6,70.58,70.58
71060,7,70.58,
71061,5,47.48,47.48
71061,6,47.48,47.48
71061,7,47.48,
71062,5,84.40,84.40
71062,6,84.40,84.40
71062,7,84.40,
71063,5,80.12,80.12
71063,6,80.12,80.12
71063,7,80.12,
71064,5,85.45,85.45
71064,6,85.45,85.45
71064,7,85.45,
71065,5,67.77,67.77
71065,6,67.77,67.77
71065,7,67.77,
71066,5,30.79,30.79
71066,6,30.79,30.79
71066,7,30.79,
71067,5,28.44,28.44
71067,6,28.44,28.44
71067,7,28.44,
71068,5,140.79,140.79
71068,6,140.79,140.79
71068,7,140.79,
71069,5,80.79,80.79
71069,6,80.79,80.79
71069,7,80.79,
71070,5,70.82,70.82
71070,6,70.82,70.82
71070,7,70.82,
71071,5,73.33,73.33
71071,6,73.33,73.33
71071,7,73.33,
71072,5,35.60,35.60
71072,6,35.60,35.60
71072,7,35.60,
71073,5,30.83,30.83
71073,6,30.83,30.83
71073,7,30.83,
71074,5,97.61,97.61
71074,6,97.61,97.61
71074,7,97.61,
71075,5,122.62,122.62
71075,6,122.62,122.62
71075,7,122.62,
71076,5,143.50,143.50
71076,6,143.50,143.50
71076,7,143.50,
71077,5,56.56,56.56
71077,6,56.56,56.56
71077,7,56.56,
71078,5,90.37,90.37
71078,6,90.37,90.37
71078,7,90.37,
71079,5,128.10,128.10
71079,6,128.10,128.10
71079,7,128.10,
71080,5,36.25,36.25
71080,6,36.25,36.25
71080,7,36.25,
71081,5,32.14,32.14
71081,6,32.14,32.14
71081,7,32.14,
71082,5,65.78,65.78
71082,6,65.78,65.78
71082,7,65.78,
71083,5,65.95,65.95
71083,6,65.95,65.95
71083,7,65.95,
71084,5,47.47,47.47
71084,6,47.47,47.47
71084,7,47.47,
71085,5,69.66,69.66
71085,6,69.66,69.66
71085,7,69.66,
71086,5,34.48,34.48
71086,6,34.48,34.48
71086,7,34.48,
71087,5,84.72,84.72
71087,6,84.72,84.72
71087,7,84.72,
71088,5,23.50,23.50
71088,6,23.50,23.50
71088,7,23.50,
71089,5,79.53,79.53
71089,6,79.53,79.53
71089,7,79.53,
71090,5,77.10,77.10
71090,6,77.10,77.10
71090,7,77.10,
71091,5,78.85,78.85
71091,6,78.85,78.85
71091,7,78.85,
71092,5,21.77,21.77
71092,6,21.77,21.77
71092,7,21.77,
71093,5,37.02,37.02
71093,6,37.02,37.02
71093,7,37.02,
71094,5,22.87,22.87
71094,6,22.87,22.87
71094,7,22.87,
71095,5,148.32,148.32
71095,6,148.32,148.32
71095,7,148.32,
71096,5,127.92,127.92
71096,6,127.92,127.92
71096,7,127.92,
71097,5,63.04,63.04
71097,6,63.04,63.04
71097,7,63.04,
71098,5,76.87,76.87
71098,6,76.87,76.87
71098,7,76.87,
71099,5,128.26,128.26
71099,6,128.26,128.26
71099,7,128.26,
71100,5,38.12,38.12
71100,6,38.12,38.12
71100,7,38.12,
71101,5,37.33,37.33
71101,6,37.33,37.33
71101,7,37.33,
71102,5,35.31,35.31
71102,6,35.31,35.31
71102,7,35.31,
71103,5,38.41,38.41
71103,6,38.41,38.41
71103,7,38.41,
71104,5,22.76,22.76
71104,6,22.76,22.76
71104,7,22.76,
71105,5,77.35,77.35
71105,6,77.35,77.35
71105,7,77.35,
71106,5,74.69,74.69
71106,6,74.69,74.69
71106,7,74.69,
71107,5,98.04,98.04
71107,6,98.04,98.04
71107,7,98.04,
71108,5,86.95,86.95
71108,6,86.95,86.95
71108,7,86.95,
71109,5,26.32,26.32
71109,6,26.32,26.32
71109,7,26.32,
71110,5,66.50,66.50
71110,6,66.50,66.50
71110,7,66.50,
71111,5,22.01,22.01
71111,6,22.01,22.01
71111,7,22.01,
71112,5,119.58,119.58
71112,6,119.58,119.58
71112,7,119.58,
71113,5,73.77,73.77
71113,6,73.77,73.77
71113,7,73.77,
71114,5,87.23,87.23
71114,6,87.23,87.23
71114,7,87.23,
71115,5,76.08,76.08
71115,6,76.08,76.08
71115,7,76.08,
71116,5,28.16,28.16
71116,6,28.16,28.16
71116,7,28.16,
71117,5,104.44,104.44
71117,6,104.44,104.44
71117,7,104.44,
71118,5,71.45,71.45
71118,6,71.45,71.45
71118,7,71.45,
71119,5,60.89,60.89
71119,6,60.89,60.89
71119,7,60.89,
71120,5,83.02,83.02
71120,6,83.02,83.02
71120,7,83.02,
71121,5,106.79,106.79
71121,6,106.79,106.79
71121,7,106.79,
71122,5,64.11,64.11
71122,6,64.11,64.11
71122,7,64.11,
71123,5,82.75,82.75
71123,6,82.75,82.75
71123,7,82.75,
71124,5,23.43,23.43
71124,6,23.43,23.43
71124,7,23.43,
71125,5,87.20,87.20
71125,6,87.20,87.20
71125,7,87.20,
71126,5,37.24,37.24
71126,6,37.24,37.24
71126,7,37.24,
71127,5,65.94,65.94
71127,6,65.94,65.94
71127,7,65.94,
71128,5,57.24,57.24
71128,6,57.24,57.24
71128,7,57.24,
71129,5,24.63,24.63
71129,6,24.63,24.63
71129,7,24.63,
71130,5,34.83,34.83
71130,6,34.83,34.83
71130,7,34.83,
71131,5,138.17,138.17
71131,6,138.17,138.17
71131,7,138.17,
71132,5,137.06,137.06
71132,6,137.06,137.06
71132,7,137.06,
71133,5,54.72,54.72
71133,6,54.72,54.72
71133,7,54.72,
71134,5,90.01,90.01
71134,6,90.01,90.01
71134,7,90.01,
71135,5,131.64,131.64
71135,6,131.64,131.64
71135,7,131.64,
71136,5,122.41,122.41
71136,6,122.41,122.41
71136,7,122.41,
71137,5,32.70,32.70
71137,6,32.70,32.70
71137,7,32.70,
71138,5,140.91,140.91
71138,6,140.91,140.91
71138,7,140.91,
71139,5,61.18,61.18
71139,6,61.18,61.18
71139,7,61.18,
71140,5,36.70,36.70
71140,6,36.70,36.70
71140,7,36.70,
71141,5,38.19,38.19
71141,6,38.19,38.19
71141,7,38.19,
71142,5,34.35,34.35
71142,6,34.35,34.35
71142,7,34.35,
71143,5,45.16,45.16
71143,6,45.16,45.16
71143,7,45.16,
71144,5,65.81,65.81
71144,6,65.81,65.81
71144,7,65.81,
71145,5,22.11,22.11
71145,6,22.11,22.11
71145,7,22.11,
71146,5,27.35,27.35
71146,6,27.35,27.35
71146,7,27.35,
71147,5,43.06,43.06
71147,6,43.06,43.06
71147,7,43.06,
71148,5,23.13,23.13
71148,6,23.13,23.13
71148,7,23.13,
71149,5,70.42,70.42
71149,6,70.42,70.42
71149,7,70.42,
71150,5,32.85,32.85
71150,6,32.85,32.85
71150,7,32.85,
71151,5,69.53,69.53
71151,6,69.53,69.53
71151,7,69.53,
71152,5,73.20,73.20
71152,6,73.20,73.20
71152,7,73.20,
71153,5,100.04,100.04
71153,6,100.04,100.04
71153,7,100.04,
71154,5,70.98,70.98
71154,6,70.98,70.98
71154,7,70.98,
71155,5,64.23,64.23
71155,6,64.23,64.23
71155,7,64.23,
71156,5,76.69,76.69
71156,6,76.69,76.69
71156,7,76.69,
71157,5,21.74,21.74
71157,6,21.74,21.74
71157,7,21.74,
71158,5,35.65,35.65
71158,6,35.65,35.65
71158,7,35.65,
71159,5,138.64,138.64
71159,6,138.64,138.64
71159,7,138.64,
71160,5,21.80,21.80
71160,6,21.80,21.80
71160,7,21.80,
71161,5,118.84,118.84
71161,6,118.84,118.84
71161,7,118.84,
71162,5,22.93,22.93
71162,6,22.93,22.93
71162,7,22.93,
71163,5,56.46,56.46
71163,6,56.46,56.46
71163,7,56.46,
71164,5,54.64,54.64
71164,6,54.64,54.64
71164,7,54.64,
71165,5,38.69,38.69
71165,6,38.69,38.69
71165,7,38.69,
71166,5,22.68,22.68
71166,6,22.68,22.68
71166,7,22.68,
71167,5,40.31,40.31
71167,6,40.31,40.31
71167,7,40.31,
71168,5,24.56,24.56
71168,6,24.56,24.56
71168,7,24.56,
71169,5,116.16,116.16
71169,6,116.16,116.16
71169,7,116.16,
71170,5,27.21,27.21
71170,6,27.21,27.21
71170,7,27.21,
71171,5,24.02,24.02
71171,6,24.02,24.02
71171,7,24.02,
71172,5,73.38,73.38
71172,6,73.38,73.38
71172,7,73.38,
71173,5,62.41,62.41
71173,6,62.41,62.41
71173,7,62.41,
71174,5,118.06,118.06
71174,6,118.06,118.06
71174,7,118.06,
71175,5,73.23,73.23
71175,6,73.23,73.23
71175,7,73.23,
71176,5,33.45,33.45
71176,6,33.45,33.45
71176,7,33.45,
71177,5,47.97,47.97
71177,6,47.97,47.97
71177,7,47.97,
71178,5,102.24,102.24
71178,6,102.24,102.24
71178,7,102.24,
71179,5,34.67,34.67
71179,6,34.67,34.67
71179,7,34.67,
71180,5,47.34,47.34
71180,6,47.34,47.34
71180,7,47.34,
71181,5,30.92,30.92
71181,6,30.92,30.92
71181,7,30.92,
71182,5,47.43,47.43
71182,6,47.43,47.43
71182,7,47.43,
71183,5,39.22,39.22
71183,6,39.22,39.22
71183,7,39.22,
71184,5,81.88,81.88
71184,6,81.88,81.88
71184,7,81.88,
71185,5,89.68,89.68
71185,6,89.68,89.68
71185,7,89.68,
71186,5,82.49,82.49
71186,6,82.49,82.49
71186,7,82.49,
71187,5,75.30,75.30
71187,6,75.30,75.30
71187,7,75.30,
71188,5,81.58,81.58
71188,6,81.58,81.58
71188,7,81.58,
71189,5,78.56,78.56
71189,6,78.56,78.56
71189,7,78.56,
71190,5,23.45,23.45
71190,6,23.45,23.45
71190,7,23.45,
71191,5,45.73,45.73
71191,6,45.73,45.73
71191,7,45.73,
71192,5,54.07,54.07
71192,6,54.07,54.07
71192,7,54.07,
71193,5,137.56,137.56
71193,6,137.56,137.56
71193,7,137.56,
71194,5,36.10,36.10
71194,6,36.10,36.10
71194,7,36.10,
71195,5,73.72,73.72
71195,6,73.72,73.72
71195,7,73.72,
71196,5,127.76,127.76
71196,6,127.76,127.76
71196,7,127.76,
71197,5,65.01,65.01
71197,6,65.01,65.01
71197,7,65.01,
71198,5,41.23,41.23
71198,6,41.23,41.23
71198,7,41.23,
71199,5,62.87,62.87
71199,6,62.87,62.87
71199,7,62.87,
71200,5,75.49,75.49
71200,6,75.49,75.49
71200,7,75.49,
71201,5,105.30,105.30
71201,6,105.30,105.30
71201,7,105.30,
71202,5,29.77,29.77
71202,6,29.77,29.77
71202,7,29.77,
71203,5,46.78,46.78
71203,6,46.78,46.78
71203,7,46.78,
71204,5,147.36,147.36
71204,6,147.36,147.36
71204,7,147.36,
71205,5,63.47,63.47
71205,6,63.47,63.47
71205,7,63.47,
71206,5,134.91,134.91
71206,6,134.91,134.91
71206,7,134.91,
71207,5,132.67,132.67
71207,6,132.67,132.67
71207,7,132.67,
71208,5,23.18,23.18
71208,6,23.18,23.18
71208,7,23.18,
71209,5,81.39,81.39
71209,6,81.39,81.39
71209,7,81.39,
71210,5,68.01,68.01
71210,6,68.01,68.01
71210,7,68.01,
71211,5,22.07,22.07
71211,6,22.07,22.07
71211,7,22.07,
71212,5,73.00,73.00
71212,6,73.00,73.00
71212,7,73.00,
71213,5,88.79,88.79
71213,6,88.79,88.79
71213,7,88.79,
71214,5,23.86,23.86
71214,6,23.86,23.86
71214,7,23.86,
71215,5,131.21,131.21
71215,6,131.21,131.21
71215,7,131.21,
71216,5,69.11,69.11
71216,6,69.11,69.11
71216,7,69.11,
71217,5,157.45,157.45
71217,6,157.45,157.45
71217,7,157.45,
71218,5,65.70,65.70
71218,6,65.70,65.70
71218,7,65.70,
71219,5,88.34,88.34
71219,6,88.34,88.34
71219,7,88.34,
71220,5,34.82,34.82
71220,6,34.82,34.82
71220,7,34.82,
71221,5,71.72,71.72
71221,6,71.72,71.72
71221,7,71.72,
71222,5,79.01,79.01
71222,6,79.01,79.01
71222,7,79.01,
71223,5,78.58,78.58
71223,6,78.58,78.58
71223,7,78.58,
71224,5,57.60,57.60
71224,6,57.60,57.60
71224,7,57.60,
71225,5,141.19,141.19
71225,6,141.19,141.19
71225,7,141.19,
71226,5,24.59,24.59
71226,6,24.59,24.59
71226,7,24.59,
71227,5,30.81,30.81
71227,6,30.81,30.81
71227,7,30.81,
71228,5,24.56,24.56
71228,6,24.56,24.56
71228,7,24.56,
71229,5,88.25,88.25
71229,6,88.25,88.25
71229,7,88.25,
71230,5,22.07,22.07
71230,6,22.07,22.07
71230,7,22.07,
71231,5,35.05,35.05
71231,6,35.05,35.05
71231,7,35.05,
71232,5,34.40,34.40
71232,6,34.40,34.40
71232,7,34.40,
71233,5,40.30,40.30
71233,6,40.30,40.30
71233,7,40.30,
71234,5,38.30,38.30
71234,6,38.30,38.30
71234,7,38.30,
71235,5,39.98,39.98
71235,6,39.98,39.98
71235,7,39.98,
71236,5,86.24,86.24
71236,6,86.24,86.24
71236,7,86.24,
71237,5,147.29,147.29
71237,6,147.29,147.29
71237,7,147.29,
71238,5,45.97,45.97
71238,6,45.97,45.97
71238,7,45.97,
71239,5,44.81,44.81
71239,6,44.81,44.81
71239,7,44.81,
71240,5,149.06,149.06
71240,6,149.06,149.06
71240,7,149.06,
71241,5,30.86,30.86
71241,6,30.86,30.86
71241,7,30.86,
71242,5,28.62,28.62
71242,6,28.62,28.62
71242,7,28.62,
71243,5,57.17,57.17
71243,6,57.17,57.17
71243,7,57.17,
71244,5,21.49,21.49
71244,6,21.49,21.49
71244,7,21.49,
71245,5,86.83,86.83
71245,6,86.83,86.83
71245,7,86.83,
71246,5,23.20,23.20
71246,6,23.20,23.20
71246,7,23.20,
71247,5,79.25,79.25
71247,6,79.25,79.25
71247,7,79.25,
71248,5,31.73,31.73
71248,6,31.73,31.73
71248,7,31.73,
71249,5,85.97,85.97
71249,6,85.97,85.97
71249,7,85.97,
71250,5,122.58,122.58
71250,6,122.58,122.58
71250,7,122.58,
71251,5,98.62,98.62
71251,6,98.62,98.62
71251,7,98.62,
71252,5,83.40,83.40
71252,6,83.40,83.40
71252,7,83.40,
71253,5,26.92,26.92
71253,6,26.92,26.92
71253,7,26.92,
71254,5,88.90,88.90
71254,6,88.90,88.90
71254,7,88.90,
71255,5,26.96,26.96
71255,6,26.96,26.96
71255,7,26.96,
71256,5,46.11,46.11
71256,6,46.11,46.11
71256,7,46.11,
71257,5,120.92,120.92
71257,6,120.92,120.92
71257,7,120.92,
71258,5,30.52,30.52
71258,6,30.52,30.52
71258,7,30.52,
71259,5,86.84,86.84
71259,6,86.84,86.84
71259,7,86.84,
71260,5,76.49,76.49
71260,6,76.49,76.49
71260,7,76.49,
71261,5,90.69,90.69
71261,6,90.69,90.69
71261,7,90.69,
71262,5,36.45,36.45
71262,6,36.45,36.45
71262,7,36.45,
71263,5,79.15,79.15
71263,6,79.15,79.15
71263,7,79.15,
71264,5,37.69,37.69
71264,6,37.69,37.69
71264,7,37.69,
71265,5,53.55,53.55
71265,6,53.55,53.55
71265,7,53.55,
71266,5,75.44,75.44
71266,6,75.44,75.44
71266,7,75.44,
71267,5,38.02,38.02
71267,6,38.02,38.02
71267,7,38.02,
71268,5,33.29,33.29
71268,6,33.29,33.29
71268,7,33.29,
71269,5,42.24,42.24
71269,6,42.24,42.24
71269,7,42.24,
71270,5,108.67,108.67
71270,6,108.67,108.67
71270,7,108.67,
71271,5,64.53,64.53
71271,6,64.53,64.53
71271,7,64.53,
71272,5,136.18,136.18
71272,6,136.18,136.18
71272,7,136.18,
71273,5,60.79,60.79
71273,6,60.79,60.79
71273,7,60.79,
71274,5,108.34,108.34
71274,6,108.34,108.34
71274,7,108.34,
71275,5,42.34,42.34
71275,6,42.34,42.34
71275,7,42.34,
71276,5,61.54,61.54
71276,6,61.54,61.54
71276,7,61.54,
71277,5,67.69,67.69
71277,6,67.69,67.69
71277,7,67.69,
71278,5,39.70,39.70
71278,6,39.70,39.70
71278,7,39.70,
71279,5,60.69,60.69
71279,6,60.69,60.69
71279,7,60.69,
71280,5,54.41,54.41
71280,6,54.41,54.41
71280,7,54.41,
71281,5,30.44,30.44
71281,6,30.44,30.44
71281,7,30.44,
71282,5,76.53,76.53
71282,6,76.53,76.53
71282,7,76.53,
71283,5,43.07,43.07
71283,6,43.07,43.07
71283,7,43.07,
71284,5,68.13,68.13
71284,6,68.13,68.13
71284,7,68.13,
71285,5,154.67,154.67
71285,6,154.67,154.67
71285,7,154.67,
71286,5,32.98,32.98
71286,6,32.98,32.98
71286,7,32.98,
71287,5,41.64,41.64
71287,6,41.64,41.64
71287,7,41.64,
71288,5,25.46,25.46
71288,6,25.46,25.46
71288,7,25.46,
71289,5,67.71,67.71
71289,6,67.71,67.71
71289,7,67.71,
71290,5,142.19,142.19
71290,6,142.19,142.19
71290,7,142.19,
71291,5,85.14,85.14
71291,6,85.14,85.14
71291,7,85.14,
71292,5,24.86,24.86
71292,6,24.86,24.86
71292,7,24.86,
71293,5,35.12,35.12
71293,6,35.12,35.12
71293,7,35.12,
71294,5,29.38,29.38
71294,6,29.38,29.38
71294,7,29.38,
71295,5,142.53,142.53
71295,6,142.53,142.53
71295,7,142.53,
71296,5,22.35,22.35
71296,6,22.35,22.35
71296,7,22.35,
71297,5,25.69,25.69
71297,6,25.69,25.69
71297,7,25.69,
71298,5,22.94,22.94
71298,6,22.94,22.94
71298,7,22.94,
71299,5,22.52,22.52
71299,6,22.52,22.52
71299,7,22.52,
71300,5,24.63,24.63
71300,6,24.63,24.63
71300,7,24.63,
71301,5,23.96,23.96
71301,6,23.96,23.96
71301,7,23.96,
71302,5,26.92,26.92
71302,6,26.92,26.92
71302,7,26.92,
71303,5,119.62,119.62
71303,6,119.62,119.62
71303,7,119.62,
71304,5,110.52,110.52
71304,6,110.52,110.52
71304,7,110.52,
71305,5,114.92,114.92
